group,rule,text,n,stands_alone,complete,standard,well_formed,expression,model,input_tokens,seconds
dialect,dialect,"Ich hab mir nie träumen lassen, dass ich 'nen Job im Hafen hab.",183,0.93,0.96,0.82,0.87,0.72,jev-1.13.0,1028,0.36
dialect,dialect,Die PNB ist zunächst mal nur eine winzige Partei mit 'n paar Dutzend Mitgliedern.,184,0.64,0.96,0.88,0.87,0.66,jev-1.13.0,1043,0.36
dialect,dialect,Außerdem heimischen Produkten Vorteile gegenüber ausländischen Waren einräumen.,185,0.49,0.46,0.65,0.33,0.38,jev-1.13.0,1021,0.33
dialect,dialect,"Da muss man erst mal träumen, damit einem wieder was einfällt.",186,0.66,0.96,0.86,0.88,0.53,jev-1.13.0,1023,0.36
dialect,dialect,"Zumal, wenn wir dann auch die Student Fee's für die Internationalen zahlen müssen, ist es um einiges mehr.",187,0.42,0.88,0.53,0.44,0.63,jev-1.13.0,1062,0.36
dialect,dialect,Damit eben alles möglichst objektiv bewertet werden kann.,188,0.45,0.64,0.91,0.88,0.3,jev-1.13.0,1005,0.33
dialect,dialect,"Dass das nix ist, was wir uns aussuchen oder was ich pädagogisch gut fände, ist klar.",189,0.32,0.96,0.64,0.81,0.32,jev-1.13.0,1053,0.36
dialect,dialect,Bin eine Zeit lang mit einem LKW dorthin gefahren.,190,0.43,0.86,0.74,0.79,0.43,jev-1.13.0,1007,0.36
dialect,dialect,Bei Männern bessere motorische Fähigkeiten und räumliches Denken.,191,0.66,0.54,0.64,0.48,0.11,jev-1.13.0,1014,0.3
dialect,dialect,Sodass die möglichst viele Stimmen für die Union holt.,192,0.22,0.24,0.69,0.35,0.36,jev-1.13.0,1009,0.28
dialect,dialect,"Ja, es gibt zwei Teile, die sind Gleichgewicht.",193,0.54,0.91,0.41,0.21,0.15,jev-1.13.0,1008,0.26
dialect,dialect,"Ich finde echt, dass ich eine bessere Option bin.",194,0.72,0.97,0.91,0.83,0.18,jev-1.13.0,1005,0.34
dialect,dialect,"Ich würde vorschlagen, wir suchen uns einen Museum aus.",195,0.91,0.96,0.69,0.54,0.47,jev-1.13.0,1009,0.39
dialect,dialect,Man hat von hier aus 'ne schöne Sicht auf die Müritz.,196,0.88,0.97,0.92,0.94,0.45,jev-1.13.0,1017,0.24
dialect,dialect,Eine zentrale Frage würde sein: Wer gilt denn eigentlich als bayrischer Staatsbürger?,197,0.89,0.93,0.88,0.85,0.31,jev-1.13.0,1036,0.28
dialect,dialect,"Schaut da rein, da gibt's viele weitere spannende Inhalte dazu.",198,0.41,0.96,0.93,0.93,0.42,jev-1.13.0,1015,0.26
dialect,dialect,"Tja, ich weiß nicht recht, aber ist echt gut.",199,0.58,0.84,0.76,0.7,0.75,jev-1.13.0,1005,0.27
dialect,dialect,"Sagen Sie, der Bürgermeister deine Geliebte.",200,0.43,0.63,0.23,0.1,0.21,jev-1.13.0,996,0.31
dialect,dialect,So einige Aspekte der Gottes Nahrung gehen mir viel zu weit.,201,0.66,0.95,0.69,0.49,0.65,jev-1.13.0,1015,0.25
dialect,dialect,Ich habe meiner 20 Mark hat er mir bezahlt.,202,0.46,0.46,0.11,0.05,0.1,jev-1.13.0,1004,0.3
dialect,dialect,Die hier sagt: Können Sie mir nicht etwas entgegenkommen?,203,0.47,0.91,0.75,0.63,0.59,jev-1.13.0,1012,0.29
dialect,dialect,"Wir kamen da rein, da lief ein bisschen Musik im Hintergrund.",204,0.78,0.91,0.88,0.92,0.3,jev-1.13.0,1017,0.25
refused,gloss refused,"""Tränen lachen"" bedeutet: so viel lachen, dass man weinen muss.",205,0.94,0.97,0.86,0.75,0.95,jev-1.13.0,1025,0.29
refused,gloss refused,Weil du sonst in deiner Gesellschaft nicht akzeptiert wirst.,206,0.4,0.39,0.89,0.81,0.17,jev-1.13.0,1010,0.31
refused,gloss refused,"Mit ""zufolge"" kann ich sagen, woher ich eine Information habe.",207,0.88,0.97,0.79,0.57,0.34,jev-1.13.0,1016,0.31
refused,gloss refused,So zu tun hat sich der Luca noch am Leben.,208,0.47,0.87,0.31,0.21,0.75,jev-1.13.0,1006,0.32
refused,gloss refused,Wir stellen uns in zwei Reihen auf und los.,209,0.88,0.93,0.9,0.9,0.67,jev-1.13.0,1000,0.32
refused,gloss refused,"Wer Vitamin B hat, der kennt Menschen, die ihm Vorteile verschaffen können.",210,0.57,0.96,0.73,0.53,0.32,jev-1.13.0,1028,0.25
refused,gloss refused,"Was wäre da los, wenn die schnelles Netz hätten?",211,0.47,0.9,0.35,0.17,0.77,jev-1.13.0,1008,0.3
refused,gloss refused,"Also so macht man das mit der Masse, eine Straße.",212,0.17,0.67,0.56,0.28,0.4,jev-1.13.0,1007,0.44
refused,gloss refused,"Männer, dann werde ich dir mal auf die Sprünge helfen.",213,0.66,0.94,0.66,0.57,0.91,jev-1.13.0,1016,0.4
refused,gloss refused,Das Rad wird von uns sichergestellt.,214,0.81,0.97,0.88,0.75,0.13,jev-1.13.0,991,0.39
refused,gloss refused,"Ihr merkt schon, es geht sehr viel ums Geld.",215,0.82,0.94,0.8,0.89,0.54,jev-1.13.0,1005,0.35
refused,gloss refused,"Ok, um was für einen Gefallen geht es denn?",216,0.57,0.92,0.88,0.9,0.61,jev-1.13.0,1004,0.34
refused,gloss refused,In dem Satz oben mit der Polizei passt “klären” nicht.,217,0.15,0.94,0.89,0.79,0.24,jev-1.13.0,1013,0.36
refused,gloss refused,Im Prinzip hat Stresemann die Kuh doch längst vom Eis geholt.,218,0.4,0.96,0.84,0.8,0.91,jev-1.13.0,1021,0.33
refused,gloss refused,Vor fünf Jahren ist sie in die Schweiz zurückgegangen.,219,0.62,0.97,0.9,0.91,0.17,jev-1.13.0,1013,0.36
refused,gloss refused,Nur du kannst sie daraus erwecken.,220,0.35,0.96,0.91,0.86,0.25,jev-1.13.0,991,0.36
refused,gloss refused,Man sieht ein bisschen deine Persönlichkeit.,221,0.75,0.96,0.83,0.74,0.14,jev-1.13.0,991,0.33
refused,gloss refused,Vielleicht bin ich manchmal zu isoliert.,222,0.94,0.96,0.96,0.95,0.09,jev-1.13.0,993,0.36
refused,gloss refused,"Wir wollen ja Wirtschaft beweisen, also geht's auch um Geld dabei.",223,0.6,0.95,0.84,0.55,0.49,jev-1.13.0,1021,0.36
refused,gloss refused,Wir gehen gerade ein bisschen Wand abgeben Kommt ihr mit?,224,0.56,0.68,0.3,0.15,0.59,jev-1.13.0,1014,0.33
refused,gloss refused,Statt “Sie ist verwundert” kann man auch sagen “Sie wundert sich”.,225,0.95,0.97,0.95,0.94,0.39,jev-1.13.0,1023,0.36
refused,gloss refused,"Wir haben kein Geld, wenn das meine Eltern erfahren.",226,0.5,0.76,0.82,0.68,0.14,jev-1.13.0,1005,0.36
refused,gloss refused,Wir ziehen dich aus dem Staub.,227,0.72,0.97,0.82,0.68,0.75,jev-1.13.0,986,0.31
refused,gloss refused,"Lass uns nach Hause gehen, hier werden wir nichts finden.",228,0.91,0.96,0.93,0.94,0.22,jev-1.13.0,1010,0.25
refused,gloss refused,"Ich wusste, dass es sich lohnt über meinen Schatten zu springen.",229,0.86,0.97,0.9,0.82,0.92,jev-1.13.0,1022,0.26
refused,gloss refused,Du musst nur fahren und bremsen und nicht gegen einen Baum fahren.,230,0.88,0.96,0.89,0.8,0.11,jev-1.13.0,1020,0.29
refused,gloss refused,"Die Menschen sind gereizt, haben Angst vor der Zukunft.",231,0.94,0.94,0.95,0.89,0.46,jev-1.13.0,1009,0.26
refused,gloss refused,"Tja, ich schätze, wir sollten langsam mal wieder zurückgehen.",232,0.8,0.96,0.87,0.94,0.51,jev-1.13.0,1020,0.29
refused,gloss refused,"Nur, dass Ihr Mann einen neuen Anwalt engagiert hat.",233,0.35,0.62,0.78,0.73,0.35,jev-1.13.0,1011,0.27
refused,gloss refused,Dass benutzt man sehr oft für ein negatives Ereignis.,234,0.18,0.94,0.74,0.45,0.12,jev-1.13.0,1006,0.31
refused,gloss refused,"Oder stößt du andere von dir, um dich selbst du schützen?",235,0.82,0.8,0.47,0.15,0.39,jev-1.13.0,1021,0.28
refused,gloss refused,Ein Abkommen mit Israel vereinbart das Land dementsprechend nicht.,236,0.38,0.92,0.67,0.36,0.18,jev-1.13.0,1014,0.29
refused,gloss refused,"Ist ein guter Moment, ihn um den Gefallen zu bitten.",237,0.43,0.79,0.67,0.46,0.56,jev-1.13.0,1010,0.26
refused,gloss refused,"Allerdings ist “einander” ein Wort, das etwas gehoben klingt.",238,0.89,0.97,0.94,0.94,0.21,jev-1.13.0,1015,0.3
refused,gloss refused,"Sobald wir die Lara haben, bohre ich die Flüge.",239,0.42,0.95,0.47,0.31,0.48,jev-1.13.0,1011,0.33
refused,gloss refused,"Ja, ich habe nur leider überhaupt keine Erfahrung im Retten.",240,0.93,0.96,0.91,0.83,0.32,jev-1.13.0,1016,0.27
refused,gloss refused,Unterhalten und gesichert wird das Objekt von der Stasi.,241,0.46,0.97,0.9,0.78,0.13,jev-1.13.0,1008,0.29
refused,gloss refused,Also wie hoch setze ich mir da meine Ziele?,242,0.5,0.94,0.77,0.88,0.4,jev-1.13.0,1002,0.26
refused,gloss refused,"Meistens macht man das nicht mit Absicht, sondern aus Versehen.",243,0.4,0.97,0.96,0.94,0.56,jev-1.13.0,1014,0.27
refused,gloss refused,Sie haben uns mal Schwein serviert.,244,0.7,0.96,0.77,0.69,0.65,jev-1.13.0,987,0.22
refused,gloss refused,"Im Gegenteil, ich werde noch mal antreten und ich werde gewinnen.",245,0.73,0.96,0.92,0.86,0.9,jev-1.13.0,1020,0.27
refused,gloss refused,Dazu kann die AfD im Osten auch finanziell einiges ausrichten.,246,0.48,0.96,0.91,0.83,0.59,jev-1.13.0,1019,0.28
refused,gloss refused,"Was die Arbeit betrifft, läuft es gerade sehr gut bei mir.",247,0.91,0.97,0.92,0.9,0.72,jev-1.13.0,1016,0.34
refused,gloss refused,"Außerdem haben wir unabhängige Ge- richte, die dagegen vorgehen können.",248,0.5,0.95,0.83,0.59,0.49,jev-1.13.0,1031,0.3
refused,gloss refused,"Ich frage mich, was sich wirklich hinter diesem Angebot verbirgt.",249,0.68,0.97,0.97,0.97,0.51,jev-1.13.0,1016,0.23
refused,gloss refused,Ich will über den blöden Armen nicht mehr reden.,250,0.55,0.96,0.84,0.63,0.27,jev-1.13.0,1003,0.31
refused,gloss refused,Ich sehe meine Chance und stoße ihn schnell ins Meer.,251,0.67,0.96,0.88,0.8,0.28,jev-1.13.0,1011,0.36
refused,gloss refused,"Jetzt kommen wir zu den interessanten übertragenen Bedeutungen von ""verschließen"".",252,0.67,0.96,0.95,0.94,0.44,jev-1.13.0,1031,0.34
refused,gloss refused,"Man kann nicht aufhören zu lachen, weil etwas sehr lustig war.",253,0.91,0.95,0.87,0.74,0.23,jev-1.13.0,1023,0.45
refused,gloss refused,"Er hat ihr gesagt, wir sollen den Plan ""keine Ketten"" einleiten.",254,0.67,0.96,0.88,0.81,0.36,jev-1.13.0,1025,0.29
refused,gloss refused,"Wir sehen uns in 14 Tagen wieder bei ""Echt"" .",255,0.75,0.97,0.93,0.93,0.61,jev-1.13.0,1011,0.26
refused,gloss refused,"Ich meinte, dass du und ich morgen Abend zusammen ausgehen.",256,0.91,0.96,0.92,0.84,0.22,jev-1.13.0,1017,0.31
refused,gloss refused,Wir gehen in dem Video in zwei Schritten vor.,257,0.8,0.96,0.83,0.7,0.38,jev-1.13.0,1001,0.36
refused,gloss refused,Wissenschaftlich ist bisher leider nichts belegt und deswegen auch not approved.,258,0.47,0.95,0.47,0.37,0.28,jev-1.13.0,1024,0.36
refused,gloss refused,"Darüber kann man streiten, aber das Argument geht am Thema vorbei.",259,0.5,0.97,0.96,0.96,0.83,jev-1.13.0,1019,0.33
refused,gloss refused,Man gehört im wahrsten Sinne des Wortes zur Familie.,260,0.78,0.97,0.9,0.77,0.91,jev-1.13.0,1010,0.36
refused,gloss refused,In dieser Bedeutung wird “Ansicht” im Alltag nicht so häufig benutzt.,261,0.26,0.97,0.95,0.93,0.27,jev-1.13.0,1024,0.36
refused,gloss refused,Die Tiere her sind Freunde des Menschen gebraten.,262,0.52,0.88,0.23,0.1,0.15,jev-1.13.0,1001,0.33
refused,gloss refused,"Würdest du mir die große Ehre erweisen, mich zu heiraten?",263,0.95,0.97,0.9,0.8,0.7,jev-1.13.0,1020,0.36
refused,gloss refused,"Auch dass Trump selbst noch einmal antritt, könnte schwierig werden.",264,0.73,0.96,0.88,0.84,0.28,jev-1.13.0,1016,0.36
refused,gloss refused,"Ich würde mir gerne anhören, was du so machst.",265,0.76,0.96,0.88,0.79,0.25,jev-1.13.0,1009,0.33
refused,gloss refused,„Wir sind mit dem Schiff übergesetzt” ist also auch möglich.,266,0.45,0.95,0.83,0.87,0.33,jev-1.13.0,1017,0.36
refused,gloss refused,"Ich muss jetzt bitten zu gehen, Gabriel, bitte lass das.",267,0.46,0.83,0.48,0.29,0.53,jev-1.13.0,1012,0.36
refused,gloss refused,"Aber das hilft, dieses Reflektieren, was kann ich schon, was kann ich noch nicht?",268,0.54,0.72,0.81,0.66,0.2,jev-1.13.0,1040,0.29
refused,gloss refused,"Wir werden viel zu erzählen haben, wenn wir uns sehen.",269,0.93,0.97,0.95,0.92,0.23,jev-1.13.0,1007,0.26
refused,gloss refused,Die Unterstützung der Bevölkerung organisiert sich der Kaiser anders.,270,0.49,0.92,0.52,0.33,0.14,jev-1.13.0,1011,0.35
refused,gloss refused,In diesem Beispiel sage ich: Er war nicht wirklich überrascht.,271,0.67,0.95,0.94,0.9,0.19,jev-1.13.0,1016,0.25
refused,gloss refused,Unsere Soldaten versehen ihren Dienst und kämpfen in Afghanistan.,272,0.95,0.97,0.94,0.9,0.49,jev-1.13.0,1010,0.29
refused,gloss refused,"Warte, ich frage meinen Vater mal, ob er noch was hat.",273,0.64,0.9,0.9,0.93,0.39,jev-1.13.0,1016,0.32
refused,gloss refused,Du würdest mit mir viel leiden und viel lachen.,274,0.89,0.96,0.92,0.87,0.12,jev-1.13.0,1005,0.34
refused,gloss refused,"Bitte lass dein Handy an, damit ich dich erreichen kann.",275,0.95,0.97,0.94,0.92,0.36,jev-1.13.0,1012,0.27
refused,gloss refused,"Und zwar noch nicht einmal mit einem ""hab ich gemessen, ist so"".",276,0.17,0.57,0.82,0.86,0.96,jev-1.13.0,1022,0.31
refused,gloss refused,"Nachdem was im Krankenhaus passiert ist, wissen sie das, was nicht stimmt.",277,0.44,0.94,0.61,0.45,0.19,jev-1.13.0,1026,0.29
refused,gloss refused,Wie verarbeiten wir bestimmte Spiele oder Medien eigentlich?,278,0.76,0.94,0.93,0.89,0.14,jev-1.13.0,1003,0.26
refused,gloss refused,"Unter anderem, wenn es darum geht, einen Haushalt zu verabschieden.",279,0.21,0.28,0.78,0.53,0.88,jev-1.13.0,1018,0.27
refused,gloss refused,In diesen Sätzen könnten wir auch einfach “weiter” statt “weiterhin” sagen.,280,0.65,0.97,0.95,0.94,0.22,jev-1.13.0,1027,0.26
refused,gloss refused,"Aber als ich angekommen bin, war sie schon weg.",281,0.77,0.95,0.95,0.96,0.17,jev-1.13.0,1005,0.26
refused,gloss refused,In unserem Geschäft können wir uns keine Fehler erlauben.,282,0.92,0.97,0.96,0.95,0.45,jev-1.13.0,1011,0.26
refused,gloss refused,"Seit dem Jahr 2017 ist es Frauen erlaubt, Auto zu fahren.",283,0.83,0.97,0.78,0.69,0.28,jev-1.13.0,1023,0.27
refused,gloss refused,"Eine Antwort darauf könnte sein: “Ja, das trifft zu.” Also: Ja, das stimmt.",284,0.42,0.64,0.94,0.89,0.81,jev-1.13.0,1035,0.28
refused,gloss refused,"Zurück zu unserem Beispielsatz: Hier steckt das ge- in ""gelobt"".",285,0.31,0.9,0.91,0.86,0.41,jev-1.13.0,1026,0.27
refused,gloss refused,"Ich bin mir nicht sicher, ob ich bestanden habe.",286,0.85,0.97,0.97,0.97,0.65,jev-1.13.0,1004,0.24
refused,gloss refused,"Ich freue mich darüber, mit dir hier zu sein.",287,0.88,0.98,0.97,0.95,0.52,jev-1.13.0,1004,0.26
refused,gloss refused,"Nein, ich muss mich im Grund und Boden schämen.",288,0.84,0.96,0.69,0.61,0.9,jev-1.13.0,1009,0.25
refused,gloss refused,Nach dem Reißen ist er nur auf Platz vier.,289,0.42,0.96,0.86,0.73,0.31,jev-1.13.0,1004,0.24
refused,gloss refused,In dieser Bedeutung verwendet man “Mut” eigentlich nur in diesem Ausdruck.,290,0.21,0.96,0.94,0.9,0.33,jev-1.13.0,1023,0.36
refused,gloss refused,"Ihre Aufgabe ist es, die Sachen in Sicherheit zu bewahren.",291,0.83,0.97,0.92,0.85,0.57,jev-1.13.0,1013,0.26
refused,gloss refused,Das macht Fliegen schon mal viel günstiger als vieles andere.,292,0.25,0.96,0.92,0.9,0.57,jev-1.13.0,1016,0.34
refused,gloss refused,"Seit ich hier eingezogen bin, hältst du mich doch unter Verschluss.",293,0.7,0.96,0.82,0.74,0.85,jev-1.13.0,1027,0.28
refused,gloss refused,"Glaubst du wirklich, Lea will nur wegen Hinter nach Palästina?",294,0.36,0.84,0.48,0.14,0.18,jev-1.13.0,1018,0.33
refused,gloss refused,Aber die Bedeutung “etwas verkaufen können” sieht man sehr häufig.,295,0.49,0.95,0.91,0.85,0.21,jev-1.13.0,1023,0.36
refused,gloss refused,"Aber Wunden hat das trotzdem hinterlassen, bis heute.",296,0.41,0.93,0.86,0.86,0.44,jev-1.13.0,1006,0.36
refused,gloss refused,"Dann haben wir noch den Ausdruck “es gilt, etwas zu tun”.",297,0.68,0.9,0.93,0.9,0.89,jev-1.13.0,1016,0.33
refused,gloss refused,Dann sagst du mir ganz entspannt: Route wird neu berechnet.,298,0.74,0.92,0.88,0.83,0.34,jev-1.13.0,1018,0.36
refused,gloss refused,In diesem Satz beschreiben wir mit “aussetzen” ein sehr schlechtes Verhalten.,299,0.74,0.97,0.91,0.79,0.24,jev-1.13.0,1030,0.36
refused,gloss refused,Den Beruf bringt er aber nicht nur seinem Sohn näher.,300,0.44,0.68,0.9,0.82,0.39,jev-1.13.0,1009,0.33
refused,gloss refused,Dein Bruder und Deine Mutter Samuel und Mama sind hier?,301,0.74,0.91,0.58,0.41,0.09,jev-1.13.0,1011,0.36
refused,gloss refused,"Ich weiß nicht, wie ich es am besten sagen soll.",302,0.84,0.94,0.97,0.97,0.28,jev-1.13.0,1008,0.36
refused,gloss refused,Du meintest ihr Auto war von der Straße abgekommen.,303,0.76,0.96,0.76,0.72,0.52,jev-1.13.0,1010,0.33
refused,gloss refused,"So, alles gehört dazu und ähm gehört zum zum puren Leben so dazu.",304,0.57,0.69,0.8,0.74,0.46,jev-1.13.0,1031,0.36
refused,gloss refused,Ich musste mich in der Nacht zwei Mal übergeben.,305,0.95,0.97,0.96,0.95,0.26,jev-1.13.0,1006,0.36
refused,gloss refused,"Ja, einfach durch das Internet passiert halt immer, immer wesentlich mehr.",306,0.33,0.78,0.79,0.72,0.35,jev-1.13.0,1016,0.33
refused,gloss refused,"Ich kann nie ein Wort gleich aussprechen, das kann man messen.",307,0.72,0.91,0.76,0.54,0.17,jev-1.13.0,1018,0.27
refused,gloss refused,In dieser Bedeutung steht “aufbrechen” immer mit einem Objekt.,308,0.4,0.96,0.93,0.86,0.22,jev-1.13.0,1013,0.32
refused,gloss refused,Jetzt haben wir zwei Stunden Pause gemacht.“ Beide lachen laut.,309,0.76,0.65,0.82,0.72,0.28,jev-1.13.0,1011,0.25
refused,gloss refused,Ich würde hier auch einfach “ankommen” sagen: Das Paket wird morgen ankommen.,310,0.78,0.92,0.88,0.84,0.2,jev-1.13.0,1035,0.3
refused,gloss refused,"Und im Perfekt kommt ein o ins Spiel: Er, sie, es hat gegolten.",311,0.5,0.93,0.8,0.61,0.82,jev-1.13.0,1030,0.31
refused,gloss refused,Alles k jetzt hängst du auch noch warmes Bier.,312,0.39,0.77,0.3,0.11,0.55,jev-1.13.0,1008,0.31
refused,gloss refused,"""Hände verraten nichts über einen Menschen"", sagt Walter Schels.",313,0.92,0.96,0.94,0.91,0.44,jev-1.13.0,1014,0.34
refused,gloss refused,"Ich bin mir sicher, dass du bestanden hast Rudi.",314,0.85,0.94,0.6,0.57,0.65,jev-1.13.0,1007,0.33
refused,gloss refused,"Schein nicht so laut, sonst wächst du Mama.",315,0.4,0.79,0.2,0.08,0.24,jev-1.13.0,1001,0.38
refused,gloss refused,Und wie sagt man das Lied Liga auf Deutsch?,316,0.61,0.94,0.78,0.48,0.26,jev-1.13.0,1000,0.29
refused,gloss refused,"Wir sagen dazu, dass jemand die Schultern hängen lässt.",317,0.76,0.97,0.91,0.84,0.95,jev-1.13.0,1016,0.25
refused,gloss refused,Man sagt dann “Ich passe” oder “Ich muss passen”.,318,0.74,0.94,0.81,0.78,0.72,jev-1.13.0,1010,0.22
refused,gloss refused,Im schlimmsten Fall kommt er nicht mehr zum Bremsen.,319,0.68,0.96,0.94,0.9,0.67,jev-1.13.0,1008,0.28
refused,gloss refused,"Aber Tommy, was du das Beste ist von allem.",320,0.56,0.57,0.25,0.12,0.34,jev-1.13.0,1004,0.23
refused,gloss refused,"Das sind Wörter wie “da”, “wo”, “dort” oder “hier”.",321,0.72,0.96,0.95,0.93,0.08,jev-1.13.0,1017,0.3
refused,gloss refused,"Ich würde sagen, wir machen das wie in der Türkei.",322,0.35,0.96,0.93,0.95,0.42,jev-1.13.0,1010,0.26
refused,gloss refused,Du brauchst nicht so gereizt reagieren.,323,0.92,0.97,0.93,0.89,0.16,jev-1.13.0,993,0.28
refused,gloss refused,Ohne dich hätte Markus den Test nicht bestanden!,324,0.91,0.97,0.93,0.94,0.2,jev-1.13.0,1001,0.23
refused,gloss refused,"Ich habe Angst davor, ihn als Freund zu verlieren.",325,0.76,0.97,0.97,0.96,0.56,jev-1.13.0,1007,0.3
refused,gloss refused,"Der Präsident des Nordens, Ali Abdullah Salih, wurde Präsident des gesamten Landes.",326,0.75,0.97,0.92,0.82,0.09,jev-1.13.0,1031,0.23
refused,gloss refused,"Warte mal, warum bist du schon zu Hause, Lisa?",327,0.83,0.95,0.93,0.94,0.7,jev-1.13.0,1008,0.27
refused,gloss refused,Dabei ist das beste Werkzeug manchmal am eigenen Körper angebracht.,328,0.68,0.96,0.89,0.82,0.28,jev-1.13.0,1015,0.28
refused,gloss refused,Das ist ein Sport für deutsche Kartoffeln.,329,0.38,0.95,0.71,0.33,0.12,jev-1.13.0,994,0.33
refused,gloss refused,"Davon wird zwar auch nicht fröhlich, aber wir sollten es trotzdem.",330,0.23,0.9,0.69,0.48,0.41,jev-1.13.0,1022,0.23
refused,gloss refused,"Jetzt schwingen, warte, ich helfe dir beim Ersten.",331,0.4,0.83,0.6,0.38,0.3,jev-1.13.0,1007,0.33
refused,gloss refused,"Der Grund, warum etwas passiert, muss bei “infolge” immer in der Vergangenheit liegen.",332,0.87,0.96,0.87,0.82,0.33,jev-1.13.0,1034,0.4
strange_name,strange name,"Ich hoffe immer noch, dass der Herr Reispräsident Jakin neuen Kanzler nennt.",333,0.68,0.96,0.71,0.56,0.39,jev-1.13.0,1032,0.25
strange_name,strange name,"Jemeljan Pugatschow behauptet, er sei Zar Peter, Katharinas Ehemann und habe heimlich vor dem angeblichen Mordanschlag fliehen können.",334,0.72,0.97,0.88,0.77,0.24,jev-1.13.0,1092,0.3
strange_name,strange name,"Nachdem die erforderliche Truppenstärke und das Material versammelt war, warteten Zukov und Stalin auf den passenden Zeitpunkt, um ihren Plan umzusetzen.",335,0.8,0.98,0.95,0.91,0.34,jev-1.13.0,1100,0.31
strange_name,strange name,Kipp mich um und gieße mich über den Krebs aus.,336,0.38,0.91,0.51,0.24,0.42,jev-1.13.0,1011,0.36
strange_name,strange name,Dann kann ich Momos Grab immer besuchen und mich an die schöne Zeit mit ihm erinnern .,337,0.78,0.97,0.9,0.88,0.46,jev-1.13.0,1046,0.36
strange_name,strange name,Realpolitisch sieht das 1740 dann so aus: Friedrich will Big Player in Europa werden.,338,0.58,0.95,0.84,0.79,0.65,jev-1.13.0,1044,0.33
strange_name,strange name,"Und für alle Witzbolde, die jetzt sagen: “Höhö, wer braucht schon die Niederlande?!” Auch Emden, Bremen, halb Hamburg und weitere Städte wären unter Wasser.",339,0.66,0.93,0.89,0.87,0.61,jev-1.13.0,1118,0.36
strange_name,strange name,"Sehr geehrte Frau Abgeordnete Gambir, es ist schon eine große Zahl an GIZ-Ortskräften nach Deutschland gekommen, und wir sind hier unserer Verantwortung nachgekommen.",340,0.69,0.96,0.92,0.83,0.68,jev-1.13.0,1120,0.36
strange_name,strange name,"Uh, seht euch das an. Slen, komm hier rüber.",341,0.46,0.76,0.83,0.82,0.68,jev-1.13.0,1013,0.33
strange_name,strange name,Das Team um Deborah Barsky experimentiert mit dem Zerkleinern und Mörsern verschiedener Pflanzen.,342,0.91,0.97,0.92,0.76,0.17,jev-1.13.0,1044,0.36
strange_name,strange name,"Yahya regiert über 30 Jahre lang und ist Teil jener Zaiditen-Dynastie, die das Gebiet seit mehr als 1.000 Jahren dominiert.",343,0.73,0.97,0.88,0.88,0.37,jev-1.13.0,1093,0.36
strange_name,strange name,Europapolitisch kooperiert er eng mit Bundeskanzler Helmut Kohl.,344,0.47,0.97,0.92,0.86,0.18,jev-1.13.0,1016,0.33
strange_name,strange name,Schoigu soll sogar einer der besten Freunde Putins sein.,345,0.79,0.96,0.86,0.69,0.24,jev-1.13.0,1009,0.36
strange_name,strange name,"Inshallah, mein Freund, so Gott will.",346,0.86,0.9,0.52,0.76,0.87,jev-1.13.0,993,0.36
strange_name,strange name,"Darf ich vorstellen: Shia, Autorin, Bloggerin und eine Zero-Waste-Queen.",347,0.86,0.92,0.87,0.82,0.73,jev-1.13.0,1026,0.29
strange_name,strange name,"Dass man mit Bällen spielt, ist eigentlich kein Wunder, denn was wäre der Sport ohne die Kugelform?",348,0.91,0.97,0.91,0.83,0.46,jev-1.13.0,1059,0.24
strange_name,strange name,"Geosh, vergiss alles, was ich dir gestern gesagt habe.",349,0.82,0.96,0.6,0.65,0.23,jev-1.13.0,1009,0.32
strange_name,strange name,"Inshallah, wir sehen uns morgen.",350,0.92,0.96,0.68,0.9,0.68,jev-1.13.0,986,0.32
strange_name,strange name,Ich nehme 25 Prozent Vacherin Fribourgeois und 25 Prozent eines anderen Käses aus der Region.,351,0.82,0.96,0.87,0.85,0.09,jev-1.13.0,1055,0.27
strange_name,strange name,Ghimeda sind alle perfekt oder vielleicht auch nicht.,352,0.47,0.88,0.45,0.43,0.22,jev-1.13.0,1001,0.34
strange_name,strange name,"Als nach dem Sturz Saddams der Iran an Einfluss gewinnt, unterstützt Saudi-Arabien später sunnitische Aufständische.",353,0.86,0.96,0.93,0.86,0.34,jev-1.13.0,1063,0.32
strange_name,strange name,"Und denkt dran, es heißt ""Leviosa"" und nicht ""Levio-sa"".",354,0.8,0.95,0.86,0.89,0.64,jev-1.13.0,1015,0.31
strange_name,strange name,"Das hier sind Alexa, Kerstin und Kira, unser Online-Team.",355,0.82,0.97,0.93,0.91,0.15,jev-1.13.0,1015,0.28
strange_name,strange name,"Aus ""Fett"" wurde ""Feist"", aus ""Ufer"" wurde ""Gestade"".",356,0.76,0.95,0.84,0.73,0.15,jev-1.13.0,1017,0.25
strange_name,strange name,Bis wir etwas wirklich Unteilbares fanden: Elementarteilchen.,357,0.51,0.61,0.8,0.62,0.14,jev-1.13.0,1005,0.29
strange_name,strange name,Aber wohltuende Erlebnisse von Einzelpersonen sind kein Wirksamkeitsbeleg.,358,0.89,0.96,0.93,0.88,0.18,jev-1.13.0,1026,0.31
strange_name,strange name,"Dieses schöpferische Individuum, das nennen sie ""Originalgenie"".",359,0.69,0.85,0.56,0.38,0.26,jev-1.13.0,1010,0.26
