set,sentence,position,surface,gold,tag,found,md,ok_md,md_repaired,ok_md_repaired,st,ok_st,acc,ok_acc
overrides,Hier haben wir einmal ne grobe… Kringelbratwurst und 'ne feine nach Thüringer Art. - Wonach ist denn wohl unserem Kameramann? - Was möcht's du denn?,mid,möcht,mögen,,0,,,,,,,,
overrides,"Auch so, mein Kind, möcht' ich nicht, dass irgendwelche Fotos von dem im Internet sind oder...",mid,möcht,mögen,VMFIN,1,möchen,0,mögen,1,mögen,1,mögen,1
overrides,"Boah, das möcht' ich jetzt im Fernsehen nicht sagen. - Dann sagen Sie brutto.",mid,möcht,mögen,VMFIN,1,möchen,0,mögen,1,mögen,1,mögen,1
overrides,Also mein Spanisch möcht' ich gerne perfektionieren.,mid,möcht,mögen,VMFIN,1,möchen,0,mögen,1,mögen,1,mögen,1
fixes,"Das Higgs-Feld ist dafür verantwortlich, dass Teilchen Masse haben und beeinflusst damit, wie sich fast alles im Universum verhält.",mid,Teilchen,teilchen,NN,1,Teilche,0,teilchen,1,Teilchen,1,Teilchen,1
fixes,"Wie eine Geigensaite, die je nach Schwingung verschiedene Töne erzeugt, kann ein String verschiedene Teilchen ergeben.",mid,Teilchen,teilchen,NN,1,Teilche,0,teilchen,1,Teilchen,1,Teilchen,1
fixes,Gemäß dem Standardmodell sind Protonen und Neutronen keine Elementarteilchen sondern bestehen aus noch kleineren Teilchen den Quarks.,mid,Teilchen,teilchen,NN,1,Teilche,0,teilchen,1,Teilchen,1,Teilchen,1
fixes,"Man hört diese Adverbien übrigens oft in Kombination mit ""immer"" oder ""normalerweise"", um diese Regelmäßigkeit zu betonen.",mid,Adverbien,adverb,NN,1,Adverbie,0,adverb,1,Adverb,1,Adverb,1
fixes,"Wenn ihr diese Adverbien If you'd like to practise noch intensiver üben möchtet, these adverbs more intensively dann werdet ein Mitglied von Easy German.",mid,Adverbien,adverb,NN,1,Adverbie,0,adverb,1,Adverb,1,Adverb,1
fixes,Wir fassen die Adverbien We'll summarise the adverbs aus dieser Episode für euch zusammen.,mid,Adverbien,adverb,NN,1,Adverbie,0,adverb,1,Adverb,1,Adverb,1
fixes,Aminosäuren sind also die Bausteine von Proteinen.,mid,Aminosäuren,aminosäure,NN,1,Aminosäur,0,aminosäure,1,Aminosäure,1,Aminosäure,1
fixes,"Wenn wir Aspartam essen und verstoffwechseln, zerfällt es in die beiden Aminosäuren Asparaginsäure und Phenylalanin.",mid,Aminosäuren,aminosäure,NN,1,Aminosäur,0,aminosäure,1,Aminosäure,1,Aminosäure,1
fixes,Und in diesem täglichen Betrieb gehen jeden Tag auch ein paar Aminosäuren verloren.,mid,Aminosäuren,aminosäure,NN,1,Aminosäur,0,aminosäure,1,Aminosäure,1,Aminosäure,1
fixes,"Deshalb fangen wir damit mal an, bevor wir zu den anderen Ausdrücken kommen.",mid,Ausdrücken,ausdruck,NN,1,Ausdrück,0,ausdruck,1,Ausdruck,1,Ausdruck,1
fixes,Meiner Erfahrung nach ist “sich in die Wolle kriegen” mit Abstand der häufigste Ausdrücke.,mid,Ausdrücke,ausdruck,NN,1,Ausdrück,0,ausdruck,1,Ausdruck,1,Ausdruck,1
fixes,"Und schreibt mir gerne in die Kommentare, welcher von den heutigen Ausdrücken für euch neu war.",mid,Ausdrücken,ausdruck,NN,1,Ausdrück,0,ausdruck,1,Ausdruck,1,Ausdruck,1
fixes,"Beispielsätze: Er ist gewissermaßen der Chef des Projekts, auch wenn er nicht der offizielle Leiter ist.",mid,Beispielsätze,beispielsatz,NN,1,Beispielsätz,0,beispielsatz,1,Beispielsatz,1,Beispielsatz,1
fixes,Beispielsätze: Hinter seiner schroffen Art verbirgt sich ein sehr freundlicher Mensch.,mid,Beispielsätze,beispielsatz,NN,1,Beispielsätz,0,beispielsatz,1,Beispielsatz,1,Beispielsatz,1
fixes,Ich brauche noch ein bisschen Zeit für meine Hobbys.,mid,bisschen,bisschen,ADJA,1,bissch,0,bisschen,1,bisschen,1,bisschen,1
fixes,"Wenn ja, gebt mir gerne einen Daumen nach oben, abonniert meinen Kanal und schreibt mir auch gern einen Kommentar.",mid,Daumen,daumen,NN,1,Daume,0,daumen,1,Daumen,1,Daumen,1
fixes,Und außerdem freu ich mich natürlich immer sehr über einen Daumen nach oben.,mid,Daumen,daumen,NN,1,Daume,0,daumen,1,Daumen,1,Daumen,1
fixes,"Wenn ihr mehr von mir sehen möchtet, abonniert gerne meinen Kanal, gebt mir einen Daumen nach oben und schaut auch mal in meine Playlisten.",mid,Daumen,daumen,NN,1,Daume,0,daumen,1,Daumen,1,Daumen,1
fixes,Als Mitglied unterstützt ihr unsere Arbeit und ihr unterstützt euer Deutschlernen.,mid,Deutschlernen,deutschlernen,NN,1,Deutschlern,0,deutschlernen,1,Deutschlerne,0,Deutschlernen,1
fixes,"In meinen Augen ist eine mögliche Erklärung, dass die Testgruppe möglicherweise überdurchschnittlich Gender affin war.",mid,Gender,gender,ADJA,1,Gend,0,gender,1,Gender,1,Gender,1
fixes,In der EU liegt der Gender Pay Gap bei rund zwölf Prozent.,mid,Gender,gender,ADJA,1,Gend,0,gender,1,Gender,1,Gender,1
fixes,"Hier geht's zum Video von ""Die Frage"" oder zu einem ausführlichen Video zum Gender Pay Gap.",mid,Gender,gender,ADJA,1,Gend,0,gender,1,Gender,1,Gender,1
fixes,Wie zuverlässig sind die Impfungen mit Omikron?,mid,Impfungen,impfung,NN,1,Impfunge,0,impfung,1,Impfung,1,Impfung,1
fixes,"Die Verbindung zwischen Autismus und Impfungen stammt von einer einzigen Quelle, die seitdem viele Male widerlegt wurde.",mid,Impfungen,impfung,NN,1,Impfunge,0,impfung,1,Impfung,1,Impfung,1
fixes,"Gerade am Anfang werden die Impfungen nicht gleichmäßig in der Bevölkerung verteilt sein, sondern es wird Safe Spots wie Altenheime geben.",mid,Impfungen,impfung,NN,1,Impfunge,0,impfung,1,Impfung,1,Impfung,1
fixes,"Dieses Adjektiv beschreibt jemanden, der ein ""warmes Herz"" hat.",mid,jemanden,jemand,PIS,1,jemander,0,jemand,1,jemand,1,jemand,1
fixes,"Die haben mich abgelehnt und da ich auch kein Polizist werden konnte, wollte ich auf einen Krankenwagen.",mid,Krankenwagen,krankenwagen,NN,1,Krankenwag,0,krankenwagen,1,Krankenwagen,1,Krankenwagen,1
fixes,"Wir sind hier, um den Kuchen zu probieren.",mid,Kuchen,kuchen,NN,1,Kuche,0,kuchen,1,Kuchen,1,Kuchen,1
fixes,Ich stand für den Kuchen drei Stunden in der Küche!,mid,Kuchen,kuchen,NN,1,kuche,0,kuchen,1,Kuchen,1,Kuchen,1
fixes,Was essen Markus und Lisa? a) Süßigkeiten. b) Kuchen. c) Eis.,mid,Kuchen,kuchen,NN,1,Kuche,0,kuchen,1,Kuchen,1,Kuchen,1
fixes,"Und psychologisch gesehen ist Heuchlerrei ähnlich zum Dunning-Kruger-Effekt: Wir haben hier einen Widerspruch zwischen dem, wie ich mich sehe, und wie ich meine Mitmenschen sehe.",mid,Mitmenschen,mitmensch,NN,1,Mitmensche,0,mitmensch,1,Mitmensch,1,Mitmensch,1
fixes,"Sie nehmen hin, dass jüdische und andere unerwünschte Mitmenschen entrechtet, ausgeraubt, gewaltvoll inhaftiert und getötet werden.",mid,Mitmenschen,mitmensch,NN,1,Mitmensche,0,mitmensch,1,Mitmensch,1,Mitmensch,1
fixes,"Der Stab hat dafür zu sorgen, dass dieser Mensch unschädlich gemacht wird, dass er aufhört für seine Mitmenschen eine Gefahr zu sein.",mid,Mitmenschen,mitmensch,NN,1,Mitmensche,0,mitmensch,1,Mitmensch,1,Mitmensch,1
fixes,"Vielleicht ist euch aufgefallen, dass ich in diesem Video gar nicht über die Modalverben “sollen” und “wollen” gesprochen habe.",mid,Modalverben,modalverb,NN,1,Modalverbe,0,modalverb,1,Modalverb,1,Modalverb,1
fixes,Heute behandeln wir ein sehr wichtiges Thema und zwar die Modalverben.,mid,Modalverben,modalverb,NN,1,Modalverbe,0,modalverb,1,Modalverb,1,Modalverb,1
fixes,"Aber nicht für alle Passivsätze, sondern für Passivsätze mit den Modalverben , , und .",mid,Modalverben,modalverb,NN,1,Modalverbe,0,modalverb,1,Modalverb,1,Modalverb,1
fixes,"Auch Nomen mit der Endung ""age"" oder ""ade"" sind weiblich.",mid,Nomen,nomen,NN,1,Nom,0,nomen,1,Nomen,1,Nomen,1
fixes,"Dort findet ihr unter anderem einen Gender Trainer, der euch dabei hilft, die Artikel zu den wichtigsten 2000 deutschen Nomen zu trainieren.",mid,Nomen,nomen,NN,1,Nom,0,nomen,1,Nomen,1,Nomen,1
fixes,"Auch Nomen mit der Endung ""ei"" sind weiblich.",mid,Nomen,nomen,NN,1,Nom,0,nomen,1,Nomen,1,Nomen,1
fixes,Hmm essen Sie gerne Pfannkuchen? - Und womit?,mid,Pfannkuchen,pfannkuchen,NN,1,Pfannkuche,0,pfannkuchen,1,Pfannkuchen,1,Pfannkuchen,1
fixes,"Für Pfannkuchen ist eine gute Pfanne wichtig, denn der Pfannkuchen darf nicht kleben bleiben, und man muss ihn gut wenden können.",mid,Pfannkuchen,pfannkuchen,NN,1,Pfannkuche,0,pfannkuchen,1,Pfannkuchen,1,Pfannkuchen,1
fixes,"Wir werden den ganzen Teig jetzt verrühren, schön cremig rühren und dann können wir die Pfannkuchen auch schon backen.",mid,Pfannkuchen,pfannkuchen,NN,1,Pfannkuche,0,pfannkuchen,1,Pfannkuchen,1,Pfannkuchen,1
fixes,Und tatsächlich muss man diese Pronomen auch in diesen Fällen anpassen.,mid,Pronomen,pronomen,NN,1,Pronome,0,pronomen,1,Pronomen,1,Pronomen,1
fixes,"Die zweite Funktion oder die zweite Variante von ""das"" ist ""das"" als Pronomen.",mid,Pronomen,pronomen,NN,1,Pronome,0,pronomen,1,Pronomen,1,Pronomen,1
fixes,"Und so müsst ihr euch merken, dass man, ja, dass man dieses Pronomen immer anpassen muss.",mid,Pronomen,pronomen,NN,1,Pronome,0,pronomen,1,Pronomen,1,Pronomen,1
fixes,"Das ist üblich, dass es im ersten Quartal weniger Arbeitslose gibt als in den letzten beiden Quartalen.",mid,Quartalen,quartal,NN,1,Quartale,0,quartal,1,Quartal,1,Quartal,1
fixes,Dann gibt es halb freie Sklaven.,mid,Sklaven,sklave,NN,1,Sklav,0,sklave,1,Sklave,1,Sklave,1
fixes,Die Sklaven müssen körperlich hart arbeiten.,mid,Sklaven,sklave,NN,1,Sklav,0,sklave,1,Sklave,1,Sklave,1
fixes,"Heute kaufen wir billige Waren, die manchmal von Menschen produziert werden. deren Leben sich nicht sehr von dem römischer Sklaven unterscheidet.",mid,Sklaven,sklave,NN,1,Sklav,0,sklave,1,Sklave,1,Sklave,1
fixes,Sprich stärkere Sonnencreme senkt das Hautkrebsrisiko.,mid,Sonnencreme,sonnencreme,NN,1,Sonnencrem,0,sonnencreme,1,Sonnencreme,1,Sonnencreme,1
fixes,Hast du die Sonnencreme eingepackt?,mid,Sonnencreme,sonnencreme,NN,1,Sonnencrem,0,sonnencreme,1,Sonnencreme,1,Sonnencreme,1
fixes,"Ich hab gehört, Sonnencreme soll auch ganz lecker sein.",mid,Sonnencreme,sonnencreme,NN,1,Sonnencrem,0,sonnencreme,1,Sonnencreme,1,Sonnencreme,1
fixes,Unten in der Infobox ist er verlinkt.,mid,Unten,unten,NN,1,Unt,0,unten,1,unten,1,unten,1
fixes,"Aber als Daniel den Grafen sieht, erkennt er Karl.",mid,Grafen,graf,NN,1,Grafe,0,graf,1,Graf,1,Graf,1
fixes,War das bei dir auch so? Manchmal stellen wir unsere Ergebnisse in einer Arbeit mit Hilfe von Grafen oder Diagrammen dar.,mid,Grafen,graf,NN,1,Grafe,0,graf,1,Graf,1,Graf,1
fixes,Er hat nie Zeit für mich und wir haben sehr wenig Kontakt zueinander.,mid,zueinander,zueinander,PTKVZ,1,zueinand,0,zueinander,1,zueinander,1,zueinander,1
fixes,Naja in letzter Zeit haben wir sehr wenig Kontakt zueinander.,mid,zueinander,zueinander,PTKVZ,1,zueinand,0,zueinander,1,zueinander,1,zueinander,1
fixes,In der Schule haben die Kinder viel Kontakt zueinander.,mid,zueinander,zueinander,PTKVZ,1,zueinand,0,zueinander,1,zueinander,1,zueinander,1
fixes,Da sind sich sämtliche Experten einig.,mid,sämtliche,sämtlich,PIAT,1,sämtlicher,0,sämtlich,1,sämtlich,1,sämtlich,1
fixes,"Wenn man sämtliche Namen vorlesen wollte, bräuchte man fast sieben Jahre.",mid,sämtliche,sämtlich,PIAT,1,sämtlicher,0,sämtlich,1,sämtlich,1,sämtlich,1
fixes,"Russland sagt, als Bedingung für einen dauerhaften Waffenstillstand machen wir, dass sämtliche ukrainische Truppen aus den von uns besetzten Gebieten abgezogen werden.",mid,sämtliche,sämtlich,PIAT,1,sämtlicher,0,sämtlich,1,sämtlich,1,sämtlich,1
fixes,"Wenn wir jetzt auf Perspektive Bundeswehr schauen, auf Perspektive Zentrum Innere Führung, braucht es eine Führungskultur, die sich ihrer Werte bewusst ist.",mid,Innere,inner,ADJA,1,innerer,0,inner,1,Innere,0,Innere,0
fixes,"Der innere Erdkern hat also eine sehr hohe Schmelztemperatur, weil dort eine ein so hoher Druck herrscht.",mid,innere,inner,ADJA,1,innerer,0,inner,1,inner,1,inner,1
fixes,"Um Antworten auf diese Fragen zu erhalten, kontaktieren wir das Zentrum für Innere Führung der Bundeswehr.",mid,Innere,inner,ADJA,1,innerer,0,inner,1,Innere,0,Innere,0
goals,schreien,bare,schreien,schreien,VVINF,1,schreien,1,schreien,1,schreien,1,schreien,1
goals,rauschen,bare,rauschen,rauschen,ADJA,1,rausch,0,rausch,0,rauschen,1,rauschen,1
goals,weinen,bare,weinen,weinen,VVINF,1,weinen,1,weinen,1,weinen,1,weinen,1
goals,klappen,bare,klappen,klappen,VVINF,1,klappen,1,klappen,1,klappen,1,klappen,1
goals,reisen,bare,reisen,reisen,VVINF,1,reisen,1,reisen,1,reisen,1,reisen,1
goals,hingehen,bare,hingehen,hingehen,VVINF,1,hingehen,1,hingehen,1,hingehen,1,hingehen,1
goals,aufwachsen,bare,aufwachsen,aufwachsen,VVINF,1,aufwachsen,1,aufwachsen,1,aufwachsen,1,aufwachsen,1
goals,vorherrschen,bare,vorherrschen,vorherrschen,VVFIN,1,vorherrschen,1,vorherrschen,1,vorherrschen,1,vorherrschen,1
goals,bisschen,bare,bisschen,bisschen,ADV,1,Bisschen,1,bisschen,1,bisschen,1,bisschen,1
goals,besonder,bare,besonder,besonder,ADJD,1,besonder,1,besonder,1,besond,0,besonder,1
goals,inner,bare,inner,inner,ADJA,1,inn,0,inn,0,inner,1,inner,1
goals,euer,bare,euer,euer,PPER,1,euer,1,euer,1,euer,1,euer,1
goals,letzt,bare,letzt,letzt,NE,1,Letzt,1,letzt,1,letzt,1,letzt,1
goals,gesamt,bare,gesamt,gesamt,ADJD,1,gesamt,1,gesamt,1,gesamt,1,gesamt,1
goals,lieb,bare,lieb,lieb,ADJD,1,lieb,1,lieb,1,lieb,1,lieb,1
goals,bewusst,bare,bewusst,bewusst,ADJD,1,bewusst,1,bewusst,1,bewußt,0,bewußt,0
goals,einverstanden,bare,einverstanden,einverstanden,ADJD,1,einverstanden,1,einverstanden,1,einverstanden,1,einverstanden,1
goals,ander,bare,ander,anderer,NN,1,and,0,and,0,ander,0,ander,0
readme,Hast du Zeit?,initial,Hast,haben,VVFIN,1,Hast,0,haben,1,haben,1,haben,1
readme,Du hast Zeit.,mid,hast,haben,VAFIN,1,haben,1,haben,1,haben,1,haben,1
readme,Gibst du das Tom?,initial,Gibst,geben,VVFIN,1,Gibst,0,geben,1,geben,1,libsten,0
readme,Willst du das?,initial,Willst,wollen,VVFIN,1,Willst,0,wollen,1,willen,0,wollen,1
